0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
18.9163926392,18.9397400177,18.8586969762,18.9438502861,18.8761499667,18.8444623938,18.9235458579,18.9270614529,18.9322070404,18.8570368269,18.9399800196,18.8672541081,18.949930876,18.9688108281,18.9681275213,18.8983308277,18.9345979257,18.9368984833,18.9074311336,18.9379167511,18.8798219661,18.9500639749,18.9438155703,18.9238313108,18.9213813626,18.8943298941,18.919260439,18.9665454385,18.9052057352,18.9345300437
18.9171353861,18.9397393556,18.859439725,18.9438496239,18.876892715,18.8452051432,18.9242886046,18.9278041994,18.9329497867,18.8577795758,18.9399793576,18.8679968566,18.9499302136,18.968810165,18.9681268583,18.8990735752,18.9345972638,18.9368978213,18.9081738808,18.9386594972,18.8805647143,18.9500633125,18.9438149081,18.9245740574,18.9221241093,18.8950726418,18.9200031858,18.9665447755,18.9059484824,18.9352727899
18.9180786837,18.9397386936,18.8603830247,18.9438489617,18.877836014,18.8461484434,18.925231902,18.9287474967,18.9338930839,18.8587228755,18.9399786955,18.868940156,18.9499295512,18.968809502,18.9681261952,18.9000168735,18.934596602,18.9368971594,18.9091171787,18.9396027941,18.8815080132,18.9500626501,18.9438142459,18.9255173548,18.9230674068,18.8960159402,18.9209464833,18.9665441125,18.9068917805,18.9362160869
18.9191374118,18.9397380315,18.8614417548,18.9438482995,18.8788947435,18.8472071739,18.9262906298,18.9298062243,18.9349518114,18.8597816057,18.9399780335,18.8699988858,18.9499288888,18.9688088389,18.9681255322,18.9010756022,18.9351377075,18.9374382648,18.9101759071,18.9401197541,18.8825667425,18.9500619877,18.9438135837,18.9265760826,18.9241261347,18.897074669,18.9220052113,18.9665434495,18.9079505089,18.9372748143
18.9202653831,18.9397373695,18.8625697281,18.9438476373,18.8800227162,18.8483351477,18.9274186008,18.9309341953,18.9360797821,18.860909579,18.9399773714,18.8711268588,18.9499282264,18.9688081758,18.9681248691,18.9022035741,18.9362656782,18.9385662355,18.9113038787,18.940119092,18.8836947151,18.9500613253,18.9438129215,18.9277040536,18.9252541058,18.8982026411,18.9231331825,18.9665427865,18.9090784806,18.938402785
18.92148462,18.9397367074,18.863788967,18.9438469751,18.8812419545,18.8495543871,18.9286378375,18.9321534318,18.9372990184,18.862128818,18.9399767093,18.8723460974,18.949927564,18.9688075128,18.9681242061,18.9034228117,18.9374849145,18.9397854717,18.9125231159,18.9401184299,18.8849139533,18.9500606628,18.9438122594,18.9289232902,18.9264733425,18.8994218788,18.9243524193,18.9665421236,18.9102977179,18.9396220212
18.9227968361,18.9397360454,18.8651011852,18.943846313,18.8825541721,18.8508666058,18.9299500534,18.9334656476,18.938611234,18.8634410362,18.9399760473,18.8736583153,18.9499269016,18.9688068497,18.9681235431,18.9047350285,18.9387971301,18.9410976872,18.9138353324,18.9401177679,18.8862261707,18.9500600004,18.9438115972,18.9302355061,18.9277855585,18.9007340957,18.9256646353,18.9665414606,18.9116099344,18.9409342368
18.924203325,18.9397353833,18.8665076761,18.9438456508,18.8839606624,18.8522730972,18.931356542,18.9348721361,18.9400177224,18.8648475272,18.9399753852,18.8750648059,18.9499262392,18.9688061866,18.96812288,18.906141518,18.9402036185,18.9425041755,18.9152418216,18.9401171058,18.8876326609,18.950059338,18.943810935,18.9316419948,18.9291920472,18.9021405853,18.9270711241,18.9665407976,18.9130164237,18.942340725
18.9257053651,18.9397347213,18.8680097182,18.9438449886,18.8854627039,18.8537751399,18.9328585819,18.9363741758,18.941519762,18.8663495694,18.9399747232,18.8765668477,18.9499255768,18.9688055236,18.968122217,18.9076435587,18.941705658,18.944006215,18.916743862,18.9401164437,18.8891347023,18.9500586756,18.9438102728,18.9331440346,18.9306940872,18.9036426262,18.9285731642,18.9665401346,18.9145184642,18.9438427645
18.9273041304,18.9397340592,18.8696084855,18.9438443264,18.8870614705,18.8553739076,18.9344573469,18.9379729407,18.9431185266,18.8679483367,18.9399740611,18.8781656147,18.9499249144,18.9688048605,18.9681215539,18.9092423246,18.9433044227,18.9456049796,18.9183426276,18.9401157817,18.8907334688,18.9500580132,18.9438096106,18.9347427996,18.9322928522,18.9052413922,18.9301719293,18.9665394716,18.9161172298,18.9454415291
