0,1,2,3,4,5,6,7,8,9,10,11,12,13
-923.549096083,900.111769854,-0.667809841929,0.0729041709968,599.822383468,594.77043271,-14.6541715026,-263.5060024,278.159954867,-1.52086681648,-1.49036744753,0.117816723263,1.66306009934,-1.78087788296
-923.560514287,900.119504838,-0.677112399709,0.0564536591681,599.728689078,594.93760881,-13.7872642148,-263.856629377,277.643666615,-1.52119013794,-1.48754137692,0.105579640097,1.66927761832,-1.77485826298
-923.571276253,900.122426282,-0.683200810188,0.045292991422,599.646997376,594.554548316,-12.9206620468,-264.201519068,277.121962118,-1.52157672357,-1.49719311793,0.0931905015161,1.67552666429,-1.76871811457
-923.581369649,900.115255675,-0.686010216403,0.0420351687651,599.565640385,594.624574124,-12.0544328183,-264.541447512,276.595653444,-1.52202215478,-1.49629760985,0.0806497727276,1.68180604849,-1.76245671421
-923.590784241,900.103109585,-0.685476731629,0.0384383287628,599.467915904,594.663052184,-11.1882448759,-264.876920441,276.064946223,-1.52253145499,-1.49752079057,0.0679578989379,1.68811470252,-1.75607343868
-923.599509943,900.091076088,-0.681536878195,0.0318335966006,599.305726133,594.71755889,-10.3224664429,-265.20740724,275.529646904,-1.52313122573,-1.49877541662,0.0551153332167,1.69445155725,-1.74956767195
-923.607536828,900.079142826,-0.674127580341,0.0222945775818,599.119078631,594.702898835,-9.45676925299,-265.533408638,274.98995872,-1.52385073591,-1.50004373944,0.0421225368692,1.70081554264,-1.74293880525
-923.614855116,900.067299108,-0.663186183905,0.00989459819359,598.934744867,594.601520815,-8.5915172723,-265.854395862,274.445686483,-1.52469696656,-1.50127376793,0.0289799790871,1.70720558829,-1.7361862374
-923.621637699,900.055534124,-0.64829682981,-0.00529283468338,598.799809046,594.5185088,-7.95215091069,-266.169870762,274.121805103,-1.526084786,-1.50244270021,0.015606717195,1.71361626821,-1.72922361425
-923.627869723,900.043836941,-0.62939007499,-0.0231940367119,598.798531788,594.453553519,-7.08720636329,-266.482280385,273.569257465,-1.52736087698,-1.50356266066,0.00213503293724,1.7200551301,-1.72219073619
-923.630192876,900.032196509,-0.612646907064,-0.0437351552703,598.566212686,594.401804641,-2.39409119999,-266.788168931,269.182044016,-1.52184553874,-1.50464404829,-0.0107265982376,1.72651170435,-1.71578537711
-923.628712685,900.020601662,-0.598143265422,-0.0668421719062,598.398922533,594.365776778,-1.53041582733,-267.090958674,268.621144708,-1.51869658099,-1.50569647739,-0.0239666056883,1.73299518901,-1.70902879868
-923.629944432,900.009041117,-0.596566804701,-0.0924409113612,598.471640139,594.348203037,10.1122961037,-274.563379256,264.450866965,-1.5216558706,-1.50673130402,-0.0351561491719,1.73800814161,-1.70285145819
-923.633861781,899.99774415,-0.608135025948,-0.114983009318,598.455639059,594.070608134,10.962763882,-274.827478407,263.864495719,-1.52261245086,-1.5139387108,-0.0472425935611,1.74354956718,-1.69630638457
-923.637270682,899.987033411,-0.616580411796,-0.128656822568,598.453110303,594.187986896,11.8245896945,-275.138183091,263.31336554,-1.52357371803,-1.51229871958,-0.0594398646153,1.74910534544,-1.68966483623
-923.640202014,899.987677995,-0.621856083448,-0.133983673783,598.521250085,594.282695035,12.6798492308,-275.417886145,262.73782138,-1.52451474645,-1.51274369615,-0.0717841163288,1.75467771473,-1.68289289868
